provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,phone_no,address
P03019,Sandra Downs,City_19,WA,48.1511,-120.3401,Neurology,General Practice,Specialty Care,1,650.94,34,1.73,0.99,FALSE,FALSE,Out-of-network,427,FALSE,"Flores, Powell and Hughes Hospital",4.74,North,386-302-9052,"488 Jeremy Hollow Apt. 453, City_19, WA 74208"
P03020,Jeffrey Mcmillan,City_20,MA,42.8572,-70.9324,General Practice,Ophthalmology,Primary Care,24,142.73,30,1.07,0.49,FALSE,TRUE,Out-of-network,429,TRUE,Smith-Schaefer Hospital,2.97,South,001-801-563-8753x56731,"67738 Nunez Rest Suite 281, City_20, MA 90063"
P03021,Ryan Barnett,City_21,CO,39.5501,-105.7821,Psychiatry,Gastroenterology,Specialty Care,4,367.89,27,2.02,0.54,FALSE,TRUE,In-network,110,FALSE,"Ball, Jackson and Dillon Hospital",3.43,West,001-748-910-5947,"2972 Sabrina Manor, City_21, CO 19917"
P03022,Travis Weeks,City_22,NC,35.8096,-78.9693,Gastroenterology,Neurology,Specialty Care,36,722.3,22,4.66,0.78,TRUE,TRUE,In-network,317,TRUE,Warren-Perkins Hospital,2.68,East,9814136349,"20167 Brown Drive, City_22, NC 52611"
P03023,Beth Hall,City_23,MI,44.4148,-85.5024,Gastroenterology,Dermatology,Specialty Care,16,687.52,9,4.25,0.34,FALSE,FALSE,In-network,336,FALSE,Morrison-Browning Hospital,2.39,North,845.388.0418,"4805 Olson Branch, City_23, MI 64723"
P03024,Michael Freeman,City_24,NV,38.9526,-116.2694,Gastroenterology,General Practice,Specialty Care,3,664.28,22,2.73,0.7,TRUE,TRUE,Out-of-network,75,TRUE,Williams-Levy Hospital,3.46,West,242-714-8743x2583,"157 Reynolds Underpass Suite 029, City_24, NV 24291"
P03025,Courtney Pope,City_25,PA,41.4033,-76.9945,Urology,Endocrinology,Specialty Care,39,745.27,24,1.43,0.92,FALSE,TRUE,Out-of-network,71,FALSE,Brandt-Sloan Hospital,2.64,West,(606)688-8607x5335,"30321 Jennings Mountains, City_25, PA 76725"
P03026,Wayne Kim,City_26,NC,36.0096,-78.7693,ENT,Endocrinology,Specialty Care,1,329.6,19,3.63,0.82,TRUE,TRUE,Out-of-network,364,TRUE,Ruiz and Sons Hospital,3.81,East,(562)894-8303,"70361 Smith Field, City_26, NC 32939"
P03027,John Murphy,City_27,MI,44.6148,-85.3024,ENT,Psychiatry,Specialty Care,33,351.79,24,1.67,0.17,TRUE,TRUE,Out-of-network,99,FALSE,Riley Ltd Hospital,3.19,North,(651)793-0112x0315,"849 Morton Freeway Apt. 961, City_27, MI 88993"
P03028,Robert Brock,City_28,CO,39.9001,-105.4321,Endocrinology,Urology,Specialty Care,31,750.55,21,2.78,0.99,FALSE,TRUE,Out-of-network,467,TRUE,Singleton-Walker Hospital,2.75,North,364-581-5001,"201 Nathaniel Point, City_28, CO 56819"
P03029,Julie Fowler,City_29,WA,48.1511,-120.3401,Endocrinology,Psychiatry,Specialty Care,29,733.05,17,4.43,0.94,FALSE,FALSE,Out-of-network,213,FALSE,Gonzalez Ltd Hospital,3.52,East,+1-620-317-9521x27439,"059 Gary Prairie, City_29, WA 28328"
P03030,Ashley Evans,City_30,PA,41.6533,-76.7445,Ophthalmology,Endocrinology,Specialty Care,12,292.42,18,1.22,0.08,TRUE,FALSE,Out-of-network,92,TRUE,"Rogers, Adams and Koch Hospital",4.12,South,593.740.0725x8779,"8877 Anthony View Apt. 035, City_30, PA 99054"
P03031,Kathleen Day,City_31,AZ,34.0489,-111.0937,Endocrinology,Endocrinology,Specialty Care,22,635.74,14,2.13,0.6,TRUE,FALSE,Out-of-network,82,FALSE,Abbott Inc Hospital,2.04,East,858-234-5719x282,"1111 Ashley Cape, City_31, AZ 99058"
P03032,Kimberly Schroeder,City_32,TX,32.0186,-99.8518,Endocrinology,General Practice,Specialty Care,23,622.68,39,3.2,0.73,TRUE,FALSE,In-network,328,TRUE,Harmon-Myers Hospital,1.44,West,913.752.5075x9479,"13084 Victoria River Apt. 210, City_32, TX 64348"
P03033,Paul Rice,City_33,PA,41.3033,-77.0945,Psychiatry,Ophthalmology,Specialty Care,12,377.23,59,3.64,0.35,FALSE,TRUE,Out-of-network,215,TRUE,"Black, Garza and Leach Hospital",2.06,West,(487)284-3585,"64600 Walker Mall, City_33, PA 61152"
P03034,Jason Thomas,City_34,PA,41.3533,-77.0445,Pediatrics,ENT,Primary Care,4,190.98,36,2.85,0.5,TRUE,FALSE,Out-of-network,350,TRUE,Perez Group Hospital,2.08,East,(269)305-0800,"4537 Erickson Isle, City_34, PA 59387"
P03035,Gerald Patel,City_35,NC,35.9596,-78.8193,Psychiatry,Pediatrics,Specialty Care,5,382.73,6,3.31,0.78,FALSE,FALSE,In-network,404,TRUE,Watson Ltd Hospital,1.55,South,261.670.5844,"803 Mckinney Mountain Apt. 148, City_35, NC 75532"
P03036,Meagan White,City_36,NC,36.0096,-78.7693,Pediatrics,Pediatrics,Primary Care,18,189.44,44,3.69,0.81,FALSE,TRUE,Out-of-network,188,FALSE,Russo-Austin Hospital,1.05,North,(205)614-9768x345,"723 Dennis Mews Apt. 590, City_36, NC 75963"
P03037,Dawn Chen,City_37,NY,43.5994,-73.9179,Endocrinology,Ophthalmology,Specialty Care,16,682.37,20,1.89,0.56,TRUE,TRUE,In-network,72,FALSE,Williams-Weber Hospital,2.16,North,233-619-6138,"25949 Chen View, City_37, NY 90092"
P03038,Kimberly Nelson,City_38,MA,42.7572,-71.0324,Gastroenterology,Cardiology,Specialty Care,38,679.23,15,4.01,0.14,TRUE,TRUE,Out-of-network,500,FALSE,Johnson Group Hospital,4.79,East,933-575-7507x8733,"386 Leon Port Suite 714, City_38, MA 72827"
P03039,Henry Walls DDS,City_39,AZ,34.4489,-110.6937,Endocrinology,Urology,Specialty Care,4,625.08,58,3.72,0.78,TRUE,FALSE,In-network,118,FALSE,Gordon-Brown Hospital,2.91,North,877-412-2138,"39161 Mary Views Apt. 077, City_39, AZ 59351"
P03040,Cassandra Cline,City_40,CO,40.0001,-105.3321,Psychiatry,Pediatrics,Specialty Care,25,398.3,52,2.61,0.1,TRUE,TRUE,In-network,334,FALSE,Collins-Jones Hospital,3.99,South,(571)488-2244x7763,"528 Michelle Walks Suite 077, City_40, CO 08146"
P03041,Jeffrey Fields,City_41,FL,27.9944,-81.7603,Endocrinology,Pediatrics,Specialty Care,1,565.97,24,2.26,0.08,TRUE,FALSE,In-network,79,FALSE,Smith-Mcmillan Hospital,1.49,West,001-245-398-0415x9354,"36498 Bradley Ford, City_41, FL 19760"
P03042,Jill Mendez,City_42,WA,47.8011,-120.6901,Urology,Neurology,Specialty Care,1,571.98,29,3.09,0.87,TRUE,FALSE,Out-of-network,87,FALSE,"Taylor, Gonzalez and Young Hospital",3.81,East,6247595689,"460 Lewis Curve Apt. 554, City_42, WA 25111"
P03043,Dana Cooper,City_43,MA,42.5072,-71.2824,ENT,Pediatrics,Specialty Care,15,345.9,46,4.53,0.86,TRUE,TRUE,In-network,134,TRUE,Young Inc Hospital,2.86,West,490-754-5712x74769,"79587 Adams Street, City_43, MA 55245"
P03044,Tammy Carpenter,City_44,CA,36.9283,-119.2679,Endocrinology,Dermatology,Specialty Care,7,621,39,1.31,0.6,FALSE,TRUE,Out-of-network,325,FALSE,"Thompson, Powell and Turner Hospital",2.17,East,277.401.0527x83397,"437 Michael Extension Suite 985, City_44, CA 44609"
P03045,Chelsea Sims,City_45,GA,32.3656,-82.7001,Endocrinology,Urology,Specialty Care,2,556.28,6,1.22,0.94,FALSE,FALSE,Out-of-network,425,FALSE,"Houston, Shaw and Anderson Hospital",1,East,(573)422-6729x99503,"796 Velasquez Manor Apt. 324, City_45, GA 87384"
P03046,Sarah Villarreal,City_46,CO,39.8001,-105.5321,Gastroenterology,General Practice,Specialty Care,38,698.41,10,4.86,0.23,TRUE,FALSE,Out-of-network,243,FALSE,"Baldwin, Johnston and Hunter Hospital",3.07,West,584-561-4424,"81905 Troy Spring Apt. 645, City_46, CO 62456"
P03047,Brian Moore,City_47,GA,32.4656,-82.6001,ENT,Psychiatry,Specialty Care,37,397.27,54,4.64,0.16,FALSE,TRUE,Out-of-network,223,TRUE,Ball-Mueller Hospital,4.73,East,+1-671-716-9691x8913,"877 Cook Summit, City_47, GA 61206"
P03048,Steven Patel,City_48,NY,43.6494,-73.8679,Urology,Gastroenterology,Specialty Care,31,657.61,14,4.44,0.63,TRUE,FALSE,In-network,91,TRUE,Martin-Wilson Hospital,2.9,West,+1-727-339-2352x6444,"7997 James Shoals, City_48, NY 87704"
P03049,Sheri Randall,City_49,AZ,34.4489,-110.6937,Dermatology,Gastroenterology,Specialty Care,3,285.86,10,2.55,0.5,TRUE,TRUE,Out-of-network,215,TRUE,"Watson, Jensen and Stone Hospital",4.07,East,(833)678-6713x6620,"232 Stewart Parkway, City_49, AZ 74095"
P03050,Kimberly Wilson,City_50,FL,28.4444,-81.3103,Gastroenterology,ENT,Specialty Care,5,678.61,22,3.44,0.87,FALSE,TRUE,Out-of-network,460,FALSE,English-Hall Hospital,1.92,West,468.603.9647x03357,"12074 Rebekah Extension Suite 298, City_50, FL 67002"
P03051,Michael Galloway,City_51,AZ,34.0489,-111.0937,Ophthalmology,Endocrinology,Specialty Care,8,273.11,24,4.76,0.05,TRUE,FALSE,In-network,395,FALSE,"Castro, Shaffer and Weaver Hospital",4.24,East,(358)615-6437x1885,"927 Gibson Shore, City_51, AZ 80513"
P03052,Kenneth Powell,City_52,IL,40.6831,-89.3485,Psychiatry,General Practice,Specialty Care,8,376.18,30,1.87,0.32,TRUE,TRUE,Out-of-network,395,TRUE,Thomas-Williams Hospital,3.31,East,369-290-0909,"6964 Davila Ridges, City_52, IL 72004"
P03053,Amanda Gallagher,City_53,GA,32.2656,-82.8001,Neurology,Dermatology,Specialty Care,12,647.57,24,3.77,0.04,TRUE,TRUE,Out-of-network,384,TRUE,Brown-Dixon Hospital,1.08,West,(677)545-5491x9701,"0700 Andrew Corners Apt. 704, City_53, GA 14659"
P03054,Brenda Avila,City_54,NY,43.4494,-74.0679,Orthopedics,General Practice,Surgical,1,838.2,17,4.53,0.15,FALSE,FALSE,Out-of-network,294,FALSE,"Willis, Branch and Figueroa Hospital",2.78,West,853-613-1761,"4432 Brian Highway, City_54, NY 79579"
P03055,Shelia Brandt,City_55,TX,32.1686,-99.7018,Endocrinology,Dermatology,Specialty Care,32,759.83,10,4.7,0.19,FALSE,FALSE,In-network,232,FALSE,"Simmons, Knight and Caldwell Hospital",2.92,South,615-327-8586,"748 Lopez Field, City_55, TX 41415"
P03056,Todd Turner,City_56,CA,37.0283,-119.1679,Neurology,Ophthalmology,Specialty Care,32,755.05,16,4.54,0.72,TRUE,TRUE,In-network,500,TRUE,Cooper Ltd Hospital,3.04,West,3179944217,"5821 Carlos Glen Suite 917, City_56, CA 24339"
P03057,Matthew Wright,City_57,OH,40.7173,-82.6071,Ophthalmology,Psychiatry,Specialty Care,15,319.17,20,2.68,0.18,TRUE,FALSE,In-network,195,FALSE,Williams Inc Hospital,2.52,East,493.449.3742,"72840 Jonathan Pines, City_57, OH 05952"
P03058,Samuel Daniels,City_58,PA,41.5533,-76.8445,Neurology,Ophthalmology,Specialty Care,22,677.93,56,4.46,0.13,FALSE,TRUE,In-network,409,TRUE,Washington-Carpenter Hospital,1.96,West,(592)656-1274,"1016 Anthony Drive, City_58, PA 71422"
P03059,Yvonne Murphy,City_59,WA,48.1511,-120.3401,Orthopedics,Dermatology,Surgical,26,883.66,16,4.96,0.96,FALSE,FALSE,In-network,57,FALSE,Edwards-Oneill Hospital,4.4,South,(836)427-9768,"3272 Rachel Squares, City_59, WA 61127"
P03060,Diane Jordan,City_60,NV,39.2526,-115.9694,Neurology,Pediatrics,Specialty Care,11,781.86,24,2,0.61,TRUE,FALSE,Out-of-network,499,FALSE,Rodriguez-Newman Hospital,2.13,East,+1-681-663-6760x3874,"214 Brooke Lodge Suite 242, City_60, NV 60529"
P03061,Anne Walker,City_61,AZ,34.0489,-111.0937,Gastroenterology,Pediatrics,Specialty Care,16,631.56,45,2.33,0.59,FALSE,FALSE,In-network,84,TRUE,"Hart, Knight and Bennett Hospital",4.75,East,+1-682-909-5614x498,"121 Richards Courts, City_61, AZ 66210"
P03062,Heather Flynn,City_62,MA,42.4572,-71.3324,Psychiatry,Neurology,Specialty Care,19,398.17,8,1.68,0.71,FALSE,FALSE,Out-of-network,304,FALSE,Miles PLC Hospital,3.5,West,(985)508-9760x86430,"57858 Lindsay Squares Apt. 358, City_62, MA 44703"
P03063,James Medina,City_63,FL,28.0944,-81.6603,Orthopedics,General Practice,Surgical,10,910.01,36,1.6,1,TRUE,TRUE,In-network,342,TRUE,"Ferrell, Parker and Williams Hospital",1.99,West,+1-865-428-2326x8953,"204 Peterson Burg, City_63, FL 27871"
P03064,Wanda Marks,City_64,CO,39.7001,-105.6321,Dermatology,Urology,Specialty Care,32,328.87,38,2.57,0.41,TRUE,FALSE,In-network,167,FALSE,Johnson Inc Hospital,2.48,East,7328191214,"9133 Joshua Islands, City_64, CO 84765"
P03065,Dawn Cook,City_65,NY,43.4994,-74.0179,Pediatrics,General Practice,Primary Care,40,226.81,57,1.75,0.94,TRUE,FALSE,Out-of-network,156,TRUE,Hinton PLC Hospital,2.18,North,298-291-9010x735,"36578 Brown Pine, City_65, NY 46411"
P03066,Crystal Lewis,City_66,PA,41.4533,-76.9445,Gastroenterology,Endocrinology,Specialty Care,9,691.92,51,2,1,TRUE,FALSE,In-network,498,TRUE,Mckenzie-Davis Hospital,4.52,North,(263)977-7988x2262,"31059 Colleen Wells Suite 508, City_66, PA 46187"
P03067,Diane Evans,City_67,WA,48.0511,-120.4401,Neurology,Gastroenterology,Specialty Care,11,726.57,41,3.25,0.29,TRUE,TRUE,In-network,222,TRUE,Thornton-Rivera Hospital,4.07,East,(633)436-7118x829,"7214 Johnson Valley, City_67, WA 98575"
P03068,Jamie Lewis,City_68,PA,41.5533,-76.8445,Neurology,ENT,Specialty Care,19,766.74,57,3.32,0.08,FALSE,FALSE,Out-of-network,236,FALSE,"Sanchez, Roberts and Gould Hospital",2.39,East,306.256.2817,"361 Johnson Path Apt. 073, City_68, PA 28117"
P03069,Bryan Cunningham,City_69,MA,42.8072,-70.9824,Urology,Cardiology,Specialty Care,32,661.16,7,1.28,0.89,FALSE,TRUE,Out-of-network,455,FALSE,Tran PLC Hospital,1.84,South,420.306.8948x860,"44987 Daniel Haven, City_69, MA 54181"
P03070,Rachael Walsh,City_70,NY,43.7494,-73.7679,Endocrinology,Neurology,Specialty Care,35,664.36,60,2.28,0.59,FALSE,FALSE,In-network,167,TRUE,"Barton, Riley and Robinson Hospital",1.27,South,(544)916-8078x80220,"50725 Johnson Hill, City_70, NY 34104"
P03071,Lisa Ortega,City_71,MA,42.4072,-71.3824,General Practice,Orthopedics,Primary Care,5,124.89,27,1.6,0.47,FALSE,TRUE,In-network,151,FALSE,Garcia Ltd Hospital,2.9,South,001-313-723-3632,"37644 Dakota Ports Apt. 517, City_71, MA 84935"
P03072,Erica Clarke,City_72,GA,32.2156,-82.8501,ENT,Pediatrics,Specialty Care,34,368.11,30,1.82,0.41,TRUE,FALSE,Out-of-network,206,FALSE,Mclaughlin-Gordon Hospital,4.88,North,(788)819-1981,"760 Roger Hollow Suite 662, City_72, GA 83293"
P03073,Sarah Proctor,City_73,CO,39.6501,-105.6821,Endocrinology,General Practice,Specialty Care,1,588.43,18,1.28,0.73,TRUE,FALSE,In-network,212,TRUE,"Sanchez, Newman and Walton Hospital",1.69,South,001-627-796-9637x822,"05577 Wilson Hollow, City_73, CO 47384"
P03074,Deanna Green,City_74,MA,42.5572,-71.2324,Gastroenterology,Psychiatry,Specialty Care,31,781.31,17,2.15,0.39,FALSE,FALSE,In-network,283,TRUE,Stephens-Carroll Hospital,2.95,East,719.320.2533,"8313 Krista Stravenue, City_74, MA 91521"
P03075,Timothy Ellis,City_75,PA,41.4033,-76.9945,Neurology,Orthopedics,Specialty Care,16,686.52,33,3.38,0.26,TRUE,TRUE,Out-of-network,350,TRUE,"Wilson, Mueller and Mejia Hospital",1.77,South,+1-778-273-2603x754,"84087 Clark Shore, City_75, PA 80314"
P03076,Aaron Oliver,City_76,PA,41.4533,-76.9445,Urology,Orthopedics,Specialty Care,19,573.23,41,1.5,0.37,TRUE,FALSE,Out-of-network,404,TRUE,"Campbell, Miller and Martinez Hospital",2.91,West,001-788-688-6243x63969,"355 April Trafficway Apt. 046, City_76, PA 17605"
P03077,Chelsea Young,City_77,GA,32.4656,-82.6001,Ophthalmology,Urology,Specialty Care,18,307.74,45,3.26,0.14,TRUE,FALSE,Out-of-network,335,FALSE,Warner-Williams Hospital,2.52,South,001-319-262-3647x6006,"150 Aaron Courts Suite 066, City_77, GA 17969"
P03078,Megan Valdez,City_78,WA,48.1011,-120.3901,Cardiology,Dermatology,Specialty Care,34,852.26,23,3.01,0.54,TRUE,FALSE,Out-of-network,251,FALSE,Scott-Jackson Hospital,3.14,South,736.216.8508x667,"47102 Williams Burgs Apt. 677, City_78, WA 47483"
P03079,John Cooper,City_79,PA,41.6033,-76.7945,Urology,Neurology,Specialty Care,9,582.62,50,1.63,0.66,TRUE,FALSE,In-network,197,TRUE,"Kelly, Clements and Drake Hospital",5,East,851.281.2581x90878,"09471 Sawyer Fields Suite 586, City_79, PA 81506"
P03080,Rebecca Mcintosh,City_80,MA,42.8572,-70.9324,Psychiatry,Orthopedics,Specialty Care,15,399.42,14,1.03,0.62,FALSE,TRUE,In-network,429,FALSE,Rogers-Moore Hospital,2.33,North,270.784.3479x05942,"6831 Warren Forks, City_80, MA 81211"
P03081,Barry Green,City_81,PA,41.2033,-77.1945,Orthopedics,Urology,Surgical,19,883.83,9,2.09,0.55,TRUE,FALSE,Out-of-network,244,TRUE,Harper-Johnson Hospital,3.81,North,+1-540-484-3709x1163,"1768 Andrew Corner, City_81, PA 29524"
P03082,Chloe Jones,City_82,MI,44.3648,-85.5524,Urology,ENT,Specialty Care,10,551.35,29,3.42,0.85,FALSE,TRUE,Out-of-network,80,TRUE,Ayala LLC Hospital,1.78,South,804.396.8417x74262,"15015 Foster Burgs, City_82, MI 90208"
P03083,Christina Zhang,City_83,CA,36.8783,-119.3179,Gastroenterology,Ophthalmology,Specialty Care,36,672.71,28,1.9,0.82,TRUE,FALSE,In-network,232,FALSE,Coleman Group Hospital,4.5,South,(783)766-8803,"0019 Browning Square Apt. 693, City_83, CA 73230"
P03084,Christina Carlson,City_84,NV,38.9526,-116.2694,Endocrinology,Endocrinology,Specialty Care,37,731.6,59,2.65,0.46,FALSE,TRUE,Out-of-network,76,FALSE,"Edwards, Wilson and Alvarez Hospital",1.14,West,9195006565,"5110 Park Estates, City_84, NV 59930"
P03085,Brian Goodwin,City_85,GA,32.3656,-82.7001,Ophthalmology,Pediatrics,Specialty Care,14,309.82,49,2.13,0.22,FALSE,TRUE,In-network,323,TRUE,Nelson Inc Hospital,1.58,South,001-426-806-5330,"2250 Jimenez Cape Apt. 283, City_85, GA 17350"
P03086,Craig Clark,City_86,FL,28.2444,-81.5103,Ophthalmology,Endocrinology,Specialty Care,32,313.45,45,1.09,0.04,FALSE,FALSE,In-network,338,TRUE,"Durham, Powell and Morgan Hospital",1.47,West,642-638-7146x83993,"4573 Haley Harbors, City_86, FL 66346"
P03087,Angel Davis,City_87,PA,41.5033,-76.8945,Dermatology,Pediatrics,Specialty Care,31,341.49,53,2.79,0.67,TRUE,TRUE,Out-of-network,475,FALSE,"Daniel, Anderson and Moore Hospital",4.19,South,7879585851,"06017 Ross Alley Suite 296, City_87, PA 79304"
P03088,Todd Hughes,City_88,AZ,34.3989,-110.7437,Psychiatry,Orthopedics,Specialty Care,20,409.5,41,4.39,0.57,TRUE,TRUE,Out-of-network,487,TRUE,"Monroe, Peterson and Miller Hospital",3.85,South,(660)869-5847,"7491 Burton Highway, City_88, AZ 30437"
P03089,Joan Gutierrez,City_89,NY,43.6994,-73.8179,Orthopedics,ENT,Surgical,25,840.99,29,4.71,0.07,TRUE,TRUE,Out-of-network,363,TRUE,Harris-Jones Hospital,2.42,West,537.793.4493x61308,"5926 Woodward Plaza Apt. 648, City_89, NY 74638"
P03090,Vincent Brewer,City_90,PA,41.6533,-76.7445,Ophthalmology,Psychiatry,Specialty Care,31,341.04,60,3.64,0.65,FALSE,FALSE,Out-of-network,272,FALSE,"Jackson, Roberson and Sloan Hospital",2.01,West,940-527-4258x67688,"747 Sarah Junction, City_90, PA 84647"
P03091,Daniel Bass,City_91,GA,32.1656,-82.9001,ENT,Psychiatry,Specialty Care,4,325.79,27,1.23,0.69,FALSE,TRUE,Out-of-network,451,TRUE,Harper Ltd Hospital,2.29,South,252.718.8618,"356 Julie Drive, City_91, GA 54328"
P03092,Bradley Brown,City_92,NV,38.8526,-116.3694,Neurology,Gastroenterology,Specialty Care,35,772.71,39,4.44,0.12,TRUE,TRUE,Out-of-network,419,FALSE,"Delgado, Lane and Peck Hospital",1.95,East,(896)394-4699x14349,"0230 Christina Divide, City_92, NV 50681"
P03093,David Mendoza,City_93,PA,41.3033,-77.0945,Gastroenterology,Dermatology,Specialty Care,10,681.49,5,2.96,0.88,TRUE,FALSE,In-network,421,TRUE,"Stone, Nelson and Willis Hospital",4.17,North,218.921.0724,"10144 Petersen Drives, City_93, PA 73447"
P03094,William Moore,City_94,CA,36.9283,-119.2679,Psychiatry,Psychiatry,Specialty Care,28,463.9,38,1.73,0.54,FALSE,TRUE,In-network,333,TRUE,Johnson-Moore Hospital,4.38,North,+1-378-860-6149x45580,"553 Lara Dale Suite 384, City_94, CA 32224"
P03095,Carl Stewart,City_95,FL,28.1944,-81.5603,Neurology,Dermatology,Specialty Care,13,729.02,52,2.12,0.16,TRUE,TRUE,In-network,81,TRUE,"Mccoy, Fox and Smith Hospital",4.96,East,400.561.7162,"9912 Taylor Summit, City_95, FL 53362"
P03096,Jerome Powell,City_96,AZ,34.2989,-110.8437,Pediatrics,Gastroenterology,Primary Care,34,200.68,40,1.18,0.71,FALSE,TRUE,Out-of-network,395,TRUE,"Smith, Gutierrez and Solis Hospital",1.23,North,+1-406-804-0095x090,"9479 Johnson Dale Suite 779, City_96, AZ 69561"
P03097,Brandy Williams,City_97,MI,44.6148,-85.3024,Urology,Neurology,Specialty Care,28,656.55,12,1.17,0.16,FALSE,FALSE,Out-of-network,423,FALSE,Chaney-Martinez Hospital,4.92,South,+1-349-426-2768x127,"940 Harvey Cove Suite 773, City_97, MI 01782"
P03098,Timothy Morris,City_98,MA,42.7572,-71.0324,Pediatrics,Pediatrics,Primary Care,40,205.19,14,1.9,0.05,TRUE,TRUE,In-network,479,TRUE,Harding Ltd Hospital,4.99,West,344-686-3077x025,"1772 Wayne Camp Apt. 119, City_98, MA 94414"
P03099,James Miller,City_99,WA,48.1511,-120.3401,Orthopedics,Endocrinology,Surgical,24,975.23,7,2.66,0.81,TRUE,TRUE,Out-of-network,346,TRUE,"Houston, Mckinney and Reilly Hospital",4.71,West,(996)530-0431x59543,"3418 Jacqueline Canyon Apt. 115, City_99, WA 64947"
P03100,Justin Welch,City_100,NY,43.7494,-73.7679,Pediatrics,Ophthalmology,Primary Care,15,208.05,36,2.86,0.16,FALSE,TRUE,In-network,135,TRUE,Curry LLC Hospital,3.22,West,412.324.6386x3167,"75393 King Court, City_100, NY 21153"
P03101,Willie Kennedy,City_101,PA,41.2033,-77.1945,Orthopedics,Orthopedics,Surgical,26,823.51,60,3,0.24,TRUE,FALSE,Out-of-network,285,TRUE,Crawford-Blair Hospital,3.94,West,(232)707-8339x033,"007 William Landing, City_101, PA 92255"
P03102,Russell Ford,City_102,NC,35.8096,-78.9693,General Practice,Endocrinology,Primary Care,19,134.59,53,1,0.7,FALSE,FALSE,In-network,113,TRUE,"Jones, Cooper and Hill Hospital",1.62,South,751-262-6058,"33924 Jamie Center Apt. 251, City_102, NC 09881"
P03103,Wesley Baker,City_103,NV,38.9026,-116.3194,General Practice,Dermatology,Primary Care,25,144.84,41,1.88,0.21,TRUE,TRUE,In-network,143,TRUE,"Wells, Torres and Padilla Hospital",4.87,North,547.686.8907x2710,"613 Daniel Forks Suite 718, City_103, NV 62042"
P03104,Juan Brown,City_104,CA,36.9283,-119.2679,Dermatology,Pediatrics,Specialty Care,23,366.62,39,4.46,0.33,TRUE,FALSE,Out-of-network,160,TRUE,"Fletcher, Jones and Spears Hospital",2.83,East,001-498-687-9601x101,"8863 Pearson Row Apt. 672, City_104, CA 92226"
P03105,Andrea Swanson,City_105,MI,44.5148,-85.4024,Dermatology,Ophthalmology,Specialty Care,8,284.86,46,2.97,1,TRUE,FALSE,Out-of-network,228,TRUE,Howard LLC Hospital,4.06,North,(715)304-1861,"1308 Chase Stravenue, City_105, MI 34324"
P03106,John Acosta,City_106,OH,40.6673,-82.6571,Urology,Neurology,Specialty Care,16,602.71,33,1.66,0.88,FALSE,TRUE,In-network,410,TRUE,"Carter, Watson and Golden Hospital",1.88,North,700-394-2789,"332 Patton Summit Apt. 331, City_106, OH 95880"
